106,104
50,83
125,249
186,145
156,99
146,178
80,171
231,53
141,20
145,76
190,239
69,205
82,207
213,193
43,158
44,210
154,161
153,224
15,242
78,142
67,218
44,238
106,166
193,130
119,188
113,23
215,11
238,222
65,210
18,119
71,109
40,40
210,214
110,138
116,205
123,196
82,6
142,116
194,33
151,114
183,183
213,1
71,146
2,130
216,214
35,40
243,95
235,39
50,40
193,134
20,181
51,68
135,64
94,164
77,75
206,140
63,104
216,99
156,89
215,172
163,193
226,1
160,205
83,135
237,4
223,147
37,180
105,62
239,245
225,37
170,218
142,86
77,122
44,112
198,27
22,33
185,187
186,230
127,93
119,4
209,173
40,25
148,51
50,12
40,53
45,130
4,96
194,43
118,173
192,174
198,247
151,219
142,224
135,111
28,204
77,205
133,59
61,181
33,225
16,244
160,230
239,19
59,192
18,134
202,134
249,124
70,162
196,170
169,62
220,194
159,130
115,224
117,240
135,193
188,202
216,130
57,102
167,93
186,161
209,173
109,210
190,68
20,212
150,136
63,147
121,98
160,43
239,176
188,174
175,133
250,15
16,24
18,34
151,224
126,224
244,240
140,114
17,73
157,223
147,157
111,242
226,18
199,158
44,76
2,40
135,80
81,245
206,98
137,197
94,29
199,42
153,24
45,9
241,29
137,161
147,83
111,71
250,72
82,37
245,10
171,87
37,153
55,187
196,49
202,75
109,242
12,91
150,111
147,9
114,219
75,120
160,41
219,223
79,185
132,144
87,128
204,45
142,173
177,243
61,176
234,54
72,211
86,56
25,163
150,21
92,182
131,217
61,222
52,112
37,154
250,164
3,220
151,222
249,3
76,46
249,93
157,234
49,137
23,149
207,230
