190,176
192,153
243,132
235,141
203,134
47,194
220,113
79,100
225,69
42,213
77,52
111,86
229,224
40,100
163,100
116,162
39,6
189,44
47,61
99,129
237,147
224,100
180,151
174,145
110,108
101,233
140,183
145,121
192,218
104,211
56,101
38,110
71,240
98,124
55,17
197,117
220,163
115,229
135,168
27,193
57,137
211,89
198,120
206,21
113,185
120,228
78,95
127,52
235,203
152,229
63,128
245,190
58,95
236,240
146,195
116,201
158,125
48,117
167,119
47,45
112,247
210,236
40,250
25,196
208,78
161,54
72,44
103,14
170,187
201,146
98,106
113,205
109,34
209,66
201,195
111,199
172,5
144,95
231,103
36,146
37,39
136,78
117,69
115,161
87,121
12,212
67,113
131,215
155,168
181,48
131,152
144,220
31,26
56,24
145,141
152,44
34,35
228,144
164,137
233,208
209,127
226,205
105,155
43,33
75,166
14,127
105,168
51,141
185,34
29,103
16,101
210,104
247,103
7,181
245,106
139,150
63,136
44,72
219,124
51,128
133,43
163,34
141,61
71,46
199,129
229,170
27,130
102,193
67,221
8,128
36,77
126,92
59,244
62,130
186,34
70,239
246,18
21,138
17,222
235,191
240,240
198,86
162,201
169,100
101,174
181,72
103,2
25,116
137,6
166,245
86,246
36,241
107,96
120,165
7,34
213,227
180,200
144,60
103,233
127,62
145,133
98,40
230,228
75,72
102,99
10,221
13,120
26,164
42,8
220,10
22,43
3,169
206,122
200,198
75,144
99,42
243,58
170,92
103,31
161,247
95,22
203,117
229,115
218,79
92,17
89,46
74,249
213,28
117,104
59,224
28,19
150,86
176,106
215,117
139,217
180,32
113,143
81,114
98,166
97,196
